ID_USUARIO,ID_FAMILIA_USUARIO,UNIDADE,DATA_SOLICITACAO,STATUS DA SOLICITA??O,
89596,360027,CRAS PLANALTINA,03/07/2017,DEFERIDO,
1035823,359997,CRAS SOBRADINHO,03/07/2017,DEFERIDO,
285840,9773,CRAS ITAPO?,03/07/2017,DEFERIDO,
345075,43317,CRAS GAMA,03/07/2017,DEFERIDO,
429112,359906,CRAS SANTA MARIA,03/07/2017,DEFERIDO,
450429,172585,CRAS PARANO?,03/07/2017,DEFERIDO,
463605,359982,CRAS RIACHO FUNDO I,03/07/2017,DEFERIDO,
574250,360076,CRAS CEILANDIA NORTE,03/07/2017,DEFERIDO,
589489,146906,CRAS TAGUATINGA NORTE,03/07/2017,DEFERIDO,
676646,181844,CRAS SOBRADINHO II,03/07/2017,DEFERIDO,
741995,121918,CRAS AREAL,03/07/2017,DEFERIDO,
761808,28614,CRAS RECANTO DAS EMAS,03/07/2017,DEFERIDO,
772497,91522,CRAS SAMAMBAIA SUL,03/07/2017,DEFERIDO,
783032,359928,CRAS CEILANDIA SUL,03/07/2017,DEFERIDO,
847374,260334,CRAS CEILANDIA NORTE,03/07/2017,DEFERIDO,
902343,284862,CRAS ITAPO?,03/07/2017,DEFERIDO,
891404,279686,CRAS TAGUATINGA NORTE,03/07/2017,DEFERIDO,
943568,360037,CRAS ITAPO?,03/07/2017,DEFERIDO,
997019,333122,CRAS ITAPO?,03/07/2017,DEFERIDO,
1020320,348861,CRAS ITAPO?,03/07/2017,DEFERIDO,
1006780,338591,CRAS TAGUATINGA NORTE,03/07/2017,DEFERIDO,
1035566,359782,CRAS AREAL,03/07/2017,DEFERIDO,
1035846,360012,CRAS CEILANDIA NORTE,03/07/2017,DEFERIDO,
1035961,360093,CRAS CEILANDIA NORTE,03/07/2017,DEFERIDO,
1035940,360072,CRAS TAGUATINGA NORTE,03/07/2017,DEFERIDO,
1035713,359917,CRAS SAMAMBAIA EXPANS?O,03/07/2017,DEFERIDO,
1033805,358530,CRAS ITAPO?,03/07/2017,DEFERIDO,
1032815,357800,CRAS SAMAMBAIA EXPANS?O,03/07/2017,DEFERIDO,
1035905,360053,CRAS SAMAMBAIA SUL,03/07/2017,DEFERIDO,
152778,36676,CRAS SAMAMBAIA SUL,03/07/2017,DEFERIDO,
1035273,359560,CRAS AREAL,04/07/2017,DEFERIDO,
1036200,360279,CRAS SOBRADINHO,04/07/2017,DEFERIDO,
1024851,352089,CREAS TAGUATINGA ,04/07/2017,DEFERIDO,
1036248,360311,CRAS CANDANGOLANDIA,04/07/2017,DEFERIDO,
1036263,360317,CRAS RIACHO FUNDO II,04/07/2017,DEFERIDO,
1036288,360336,CRAS RECANTO DAS EMAS,04/07/2017,DEFERIDO,
1036081,360191,CRAS P SUL,04/07/2017,DEFERIDO,
1036068,360179,CRAS ARAPOANGA,04/07/2017,DEFERIDO,
1036055,360171,CRAS P SUL,04/07/2017,DEFERIDO,
1036016,370127,CRAS SAMAMBAIA EXPANS?O,04/07/2017,DEFERIDO,
1036182,360266,CRAS RIACHO FUNDO II,04/07/2017,DEFERIDO,
1035246,359535,CRAS CEILANDIA SUL,04/07/2017,DEFERIDO,
1036264,368740,CRAS CANDANGOLANDIA,04/07/2017,DEFERIDO,
1036209,360285,CRAS SAMAMBAIA SUL,04/07/2017,DEFERIDO,
995458,332350,CRAS SAMAMBAIA SUL,04/07/2017,DEFERIDO,
1013398,343789,CRAS AREAL,04/07/2017,DEFERIDO,
1020617,349084,CRAS SAMAMBAIA SUL,04/07/2017,DEFERIDO,
903955,285615,CRAS SOBRADINHO II,04/07/2017,DEFERIDO,
915858,291098,CRAS SANTA MARIA,04/07/2017,DEFERIDO,
853394,263016,CRAS SAMAMBAIA SUL,04/07/2017,DEFERIDO,
794241,217989,CRAS P SUL,04/07/2017,DEFERIDO,
791740,29944,CENTRO POP TAGUATINGA,04/07/2017,DEFERIDO,
637280,211499,CRAS ITAPO?,04/07/2017,DEFERIDO,
598306,115755,CRAS TAGUATINGA NORTE,04/07/2017,DEFERIDO,
470801,79125,CRAS FERCAL,04/07/2017,DEFERIDO,
219369,331129,CRAS ARAPOANGA,04/07/2017,DEFERIDO,
200741,163614,CRAS PLANALTINA,04/07/2017,DEFERIDO,
156857,224498,CRAS RIACHO FUNDO II,04/07/2017,DEFERIDO,
26334,873,CRAS PLANALTINA,04/07/2017,DEFERIDO,
1036642,360611,CRAS TAGUATINGA NORTE,05/07/2017,DEFERIDO,
134539,360409,CRAS PLANALTINA,05/07/2017,DEFERIDO,
1036575,360576,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
1036372,360414,CRAS VARJ?O,05/07/2017,DEFERIDO,
1036308,360351,CRAS SANTA MARIA,05/07/2017,DEFERIDO,
1036578,360578,CRAS ITAPO?,05/07/2017,DEFERIDO,
1035647,359852,CRAS PLANALTINA,05/07/2017,DEFERIDO,
1036440,360455,CRAS RIACHO FUNDO I,05/07/2017,DEFERIDO,
1036459,360471,CRAS GUARA,05/07/2017,DEFERIDO,
1036498,360503,CRAS TAGUATINGA NORTE,05/07/2017,DEFERIDO,
1036663,359931,CRAS PARANO?,05/07/2017,DEFERIDO,
1036660,268856,CRAS ITAPO?,05/07/2017,DEFERIDO,
1035982,360635,CRAS PLANALTINA,05/07/2017,DEFERIDO,
1036622,360602,CRAS ITAPO?,05/07/2017,DEFERIDO,
1036384,360422,CRAS RECANTO DAS EMAS,05/07/2017,DEFERIDO,
1036371,360417,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
1036516,360522,CRAS BRAS?LIA,05/07/2017,DEFERIDO,
985363,327008,CRAS RIACHO FUNDO I,05/07/2017,DEFERIDO,
964549,315453,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
840051,257313,CRAS AREAL,05/07/2017,DEFERIDO,
891440,279703,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
748148,247362,CRAS CEILANDIA NORTE,05/07/2017,DEFERIDO,
605370,147559,CRAS CEILANDIA NORTE,05/07/2017,DEFERIDO,
602513,21940,CRAS CEILANDIA NORTE,05/07/2017,DEFERIDO,
515781,359721,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
526098,206891,CRAS PARANO?,05/07/2017,DEFERIDO,
249844,76706,CRAS ITAPO?,05/07/2017,DEFERIDO,
386399,232659,CRAS CEILANDIA NORTE,05/07/2017,DEFERIDO,
424261,234002,CRAS SOBRADINHO,05/07/2017,DEFERIDO,
1036575,360576,CRAS SAMAMBAIA SUL,05/07/2017,DEFERIDO,
1036909,360811,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
144360,360849,CRAS BRAZL?NDIA,06/07/2017,DEFERIDO,
1036998,360867,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
1036798,360735,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
1037016,360883,CRAS PARANO?,06/07/2017,DEFERIDO,
1036906,360809,CRAS SAMAMBAIA SUL,06/07/2017,DEFERIDO,
1036804,360738,CRAS FERCAL,06/07/2017,DEFERIDO,
1036974,360852,CRAS PLANALTINA,06/07/2017,DEFERIDO,
1036820,360747,CRAS BRAZL?NDIA,06/07/2017,DEFERIDO,
1032545,357611,CRAS CEILANDIA SUL,06/07/2017,DEFERIDO,
868793,269746,CRAS ITAPO?,06/07/2017,DEFERIDO,
900518,284003,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
905575,286343,CRAS P SUL,06/07/2017,DEFERIDO,
903015,285169,CRAS SAMAMBAIA SUL,06/07/2017,DEFERIDO,
681369,150749,CRAS SAMAMBAIA SUL,06/07/2017,DEFERIDO,
694385,245097,CRAS P SUL,06/07/2017,DEFERIDO,
682987,213319,CRAS BRAZL?NDIA,06/07/2017,DEFERIDO,
720007,89267,CRAS ARAPOANGA,06/07/2017,DEFERIDO,
809218,218676,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
625010,242154,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
647564,360740,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
621928,116771,CRAS PARANO?,06/07/2017,DEFERIDO,
671491,150297,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
660254,360702,CRAS CEILANDIA SUL,06/07/2017,DEFERIDO,
650984,212016,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
385288,11708,CRAS GAMA,06/07/2017,DEFERIDO,
385288,11708,CRAS GAMA,06/07/2017,DEFERIDO,
446981,208600,CRAS CEILANDIA SUL,06/07/2017,DEFERIDO,
445683,78141,CRAS BRAZL?NDIA,06/07/2017,DEFERIDO,
456171,204120,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
467175,78949,CRAS BRAZL?NDIA,06/07/2017,DEFERIDO,
461110,141683,CRAS ARAPOANGA,06/07/2017,DEFERIDO,
247187,360892,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
295248,360863,CRAS SAMAMBAIA SUL,06/07/2017,DEFERIDO,
364310,231913,CRAS ESTRUTURAL,06/07/2017,DEFERIDO,
48657,158539,CRAS TAGUATINGA NORTE,06/07/2017,DEFERIDO,
50429,360844,CRAS CEILANDIA NORTE,06/07/2017,DEFERIDO,
76227,360828,CRAS TAGUATINGA NORTE,06/07/2017,DEFERIDO,
1036745,360693,CRAS ARAPOANGA,06/07/2017,DEFERIDO,
1037151,361000,CRAS PLANALTINA,07/07/2017,DEFERIDO,
107853,361081,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
1037254,361077,CRAS SANTA MARIA,07/07/2017,DEFERIDO,
1012125,342811,CRAS RIACHO FUNDO II,07/07/2017,DEFERIDO,
1012125,342811,CRAS RIACHO FUNDO II,07/07/2017,DEFERIDO,
1037327,361125,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
1037105,360963,CRAS VARJ?O,07/07/2017,DEFERIDO,
1020047,348659,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
758964,28510,CRAS SAO SEBASTI?O,07/07/2017,DEFERIDO,
429767,203175,CRAS ITAPO?,07/07/2017,DEFERIDO,
456771,172834,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
453142,286105,CRAS P SUL,07/07/2017,DEFERIDO,
512372,175051,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
237391,102174,CRAS P SUL,07/07/2017,DEFERIDO,
217844,195611,CRAS PLANALTINA,07/07/2017,DEFERIDO,
272969,40996,CRAS SAMAMBAIA SUL,07/07/2017,DEFERIDO,
244932,361109,CRAS PARANO?,07/07/2017,DEFERIDO,
243492,39996,CRAS ITAPO?,07/07/2017,DEFERIDO,
330699,361013,CRAS PLANALTINA,07/07/2017,DEFERIDO,
314655,167684,CRAS SANTA MARIA,07/07/2017,DEFERIDO,
360268,262758,CRAS SANTA MARIA,07/07/2017,DEFERIDO,
1037108,360965,CRAS GUARA,07/07/2017,DEFERIDO,
1042622,364948,CRAS CEILANDIA NORTE,08/07/2017,DEFERIDO,
1027070,353612,CRAS TAGUATINGA NORTE,10/07/2017,DEFERIDO,
828222,252554,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
1037638,361387,CRAS CEILANDIA NORTE,10/07/2017,DEFERIDO,
1037450,361251,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
1037630,361381,CRAS RECANTO DAS EMAS,10/07/2017,DEFERIDO,
1009299,340606,CRAS SOBRADINHO II,10/07/2017,DEFERIDO,
1037678,361422,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
1037552,361315,CRAS VARJ?O,10/07/2017,DEFERIDO,
990146,329289,CRAS PLANALTINA,10/07/2017,DEFERIDO,
981495,324738,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
991224,329836,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
819333,125287,CRAS BRAS?LIA,10/07/2017,DEFERIDO,
892536,280249,CRAS SANTA MARIA,10/07/2017,DEFERIDO,
726899,215119,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
736319,153021,CRAS SAMAMBAIA EXPANS?O,10/07/2017,DEFERIDO,
602270,210072,CRAS SANTA MARIA,10/07/2017,DEFERIDO,
583771,146656,CRAS PLANALTINA,10/07/2017,DEFERIDO,
624290,22857,CRAS SOBRADINHO,10/07/2017,DEFERIDO,
666786,243936,CRAS PLANALTINA,10/07/2017,DEFERIDO,
272731,228717,CRAS GAMA,10/07/2017,DEFERIDO,
257978,197107,CRAS BRAZL?NDIA,10/07/2017,DEFERIDO,
252303,165514,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
416186,233726,CRAS ARAPOANGA,10/07/2017,DEFERIDO,
9617,361413,CRAS ARAPOANGA,10/07/2017,DEFERIDO,
828222,252554,CRAS SAMAMBAIA SUL,10/07/2017,DEFERIDO,
1037708,361459,CRAS PARANO?,10/07/2017,DEFERIDO,
537555,176080,CRAS RIACHO FUNDO II,11/07/2017,DEFERIDO,
1035680,359885,CRAS SOBRADINHO,11/07/2017,DEFERIDO,
132772,192610,CRAS AREAL,11/07/2017,DEFERIDO,
1037920,361603,CRAS GAMA,11/07/2017,DEFERIDO,
1030907,356463,CRAS AREAL,11/07/2017,DEFERIDO,
1037795,361524,CRAS ARAPOANGA,11/07/2017,DEFERIDO,
1037804,361531,CRAS ARAPOANGA,11/07/2017,DEFERIDO,
1038061,361691,CRAS P SUL,11/07/2017,DEFERIDO,
1037911,361598,CRAS RIACHO FUNDO I,11/07/2017,DEFERIDO,
1037909,361596,CRAS RIACHO FUNDO I,11/07/2017,DEFERIDO,
1037998,361656,CRAS CEILANDIA SUL,11/07/2017,DEFERIDO,
1037958,361631,CRAS RECANTO DAS EMAS,11/07/2017,DEFERIDO,
1038049,361684,CRAS PLANALTINA,11/07/2017,DEFERIDO,
1031820,357099,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
1037749,361492,CRAS CEILANDIA SUL,11/07/2017,DEFERIDO,
1037812,361537,CRAS SOBRADINHO,11/07/2017,DEFERIDO,
945771,305664,CREAS PLANALTINA,11/07/2017,DEFERIDO,
997004,333114,CRAS ARAPOANGA,11/07/2017,DEFERIDO,
1013013,343488,CRAS ARAPOANGA,11/07/2017,DEFERIDO,
993155,330824,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
804314,30567,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
873659,271961,CRAS RIACHO FUNDO I,11/07/2017,DEFERIDO,
967998,317235,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
699357,245292,CRAS RIACHO FUNDO II,11/07/2017,DEFERIDO,
812799,156413,CRAS P SUL,11/07/2017,DEFERIDO,
614057,147907,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
648563,55177,CRAS AREAL,11/07/2017,DEFERIDO,
675825,87270,CRAS CEILANDIA NORTE,11/07/2017,DEFERIDO,
464737,235492,CRAS CEILANDIA SUL,11/07/2017,DEFERIDO,
542607,113455,CRAS PLANALTINA,11/07/2017,DEFERIDO,
511244,206294,CRAS TAGUATINGA NORTE,11/07/2017,DEFERIDO,
511244,206294,CRAS TAGUATINGA NORTE,11/07/2017,DEFERIDO,
555126,176780,CRAS CEILANDIA SUL,11/07/2017,DEFERIDO,
538719,207435,CRAS CEILANDIA NORTE,11/07/2017,DEFERIDO,
227420,227052,CRAS CEILANDIA NORTE,11/07/2017,DEFERIDO,
304242,42052,CRAS SAMAMBAIA SUL,11/07/2017,DEFERIDO,
361737,231803,CRAS GAMA,11/07/2017,DEFERIDO,
416182,233725,CRAS PLANALTINA,11/07/2017,DEFERIDO,
33990,189347,CRAS P SUL,11/07/2017,DEFERIDO,
37882,220636,CRAS ARAPOANGA,11/07/2017,DEFERIDO,
1038016,361664,CRAS RIACHO FUNDO II,11/07/2017,DEFERIDO,
1037943,361619,CRAS SAMAMBAIA SUL,12/07/2017,DEFERIDO,
156700,36830,CRAS CEILANDIA NORTE,12/07/2017,DEFERIDO,
1030284,355960,CRAS RIACHO FUNDO I,12/07/2017,DEFERIDO,
1038317,361884,CRAS ARAPOANGA,12/07/2017,DEFERIDO,
1038409,361956,CRAS ITAPO?,12/07/2017,DEFERIDO,
1038132,361751,CRAS SAMAMBAIA SUL,12/07/2017,DEFERIDO,
1001847,115743,CREAS PLANALTINA,12/07/2017,DEFERIDO,
1038354,361921,CRAS ITAPO?,12/07/2017,DEFERIDO,
939702,302615,CRAS TAGUATINGA NORTE,12/07/2017,DEFERIDO,
994630,331625,CRAS SAMAMBAIA SUL,12/07/2017,DEFERIDO,
819258,156707,CRAS SOBRADINHO,12/07/2017,DEFERIDO,
824532,361745,CRAS SAMAMBAIA SUL,12/07/2017,DEFERIDO,
876963,273374,CRAS TAGUATINGA NORTE,12/07/2017,DEFERIDO,
912778,289628,CRAS P SUL,12/07/2017,DEFERIDO,
920134,293182,CRAS SOBRADINHO II,12/07/2017,DEFERIDO,
714578,120696,CRAS GUARA,12/07/2017,DEFERIDO,
743565,121994,CRAS PLANALTINA,12/07/2017,DEFERIDO,
763234,216678,CRAS PLANALTINA,12/07/2017,DEFERIDO,
598975,147310,CRAS AREAL,12/07/2017,DEFERIDO,
615581,84963,CRAS PLANALTINA,12/07/2017,DEFERIDO,
667899,150171,CRAS CEILANDIA NORTE,12/07/2017,DEFERIDO,
456112,15907,CRAS CEILANDIA NORTE,12/07/2017,DEFERIDO,
448774,172531,CRAS PARANO?,12/07/2017,DEFERIDO,
493452,80069,CRAS PLANALTINA,12/07/2017,DEFERIDO,
516299,206485,CRAS SAMAMBAIA SUL,12/07/2017,DEFERIDO,
285495,72576,CRAS ARAPOANGA,12/07/2017,DEFERIDO,
403079,350538,CRAS GAMA,12/07/2017,DEFERIDO,
79456,159463,CRAS SAO SEBASTI?O,12/07/2017,DEFERIDO,
1038377,361936,CRAS P SUL,12/07/2017,DEFERIDO,
203615,195090,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
205257,100973,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038814,362210,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038814,362210,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038599,362079,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038462,361994,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038559,362046,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038439,361984,CRAS ARAPOANGA,13/07/2017,DEFERIDO,
1038707,362145,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
1038172,361781,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038808,362208,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
1038496,362007,CRAS SAMAMBAIA EXPANS?O,13/07/2017,DEFERIDO,
1038485,362001,CRAS PLANALTINA,13/07/2017,DEFERIDO,
1037222,361052,CRAS CEILANDIA NORTE,13/07/2017,DEFERIDO,
1038784,362191,CRAS SOBRADINHO II,13/07/2017,DEFERIDO,
1038795,362199,CRAS P SUL,13/07/2017,DEFERIDO,
1042586,364933,CRAS SANTA MARIA,13/07/2017,DEFERIDO,
1038443,361988,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
1015630,345345,CRAS TAGUATINGA NORTE,13/07/2017,DEFERIDO,
1038492,361987,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1028326,354518,CRAS ARAPOANGA,13/07/2017,DEFERIDO,
1038827,362216,CRAS PLANALTINA,13/07/2017,DEFERIDO,
1038752,362174,CRAS SAMAMBAIA SUL,13/07/2017,DEFERIDO,
1038759,362177,CRAS P SUL,13/07/2017,DEFERIDO,
1007822,339439,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
962327,314197,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
970395,318551,CRAS RIACHO FUNDO I,13/07/2017,DEFERIDO,
1022649,350581,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1002170,335911,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
993725,331125,CRAS CANDANGOLANDIA,13/07/2017,DEFERIDO,
927033,296284,CRAS SOBRADINHO,13/07/2017,DEFERIDO,
874827,272459,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
985215,326943,CRAS CANDANGOLANDIA,13/07/2017,DEFERIDO,
989943,329178,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
741249,215725,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
745024,153418,CRAS PLANALTINA,13/07/2017,DEFERIDO,
769173,185717,CRAS P SUL,13/07/2017,DEFERIDO,
767849,91292,CRAS GUARA,13/07/2017,DEFERIDO,
791733,362104,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
789455,249065,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
806817,93056,CRAS SAMAMBAIA SUL,13/07/2017,DEFERIDO,
551245,82381,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
613710,116412,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
633650,211352,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
670687,56123,CRAS PARANO?,13/07/2017,DEFERIDO,
427032,362031,CRAS SOBRADINHO,13/07/2017,DEFERIDO,
481537,236182,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
475639,142308,CRAS TAGUATINGA NORTE,13/07/2017,DEFERIDO,
514380,18298,CRAS GAMA,13/07/2017,DEFERIDO,
488011,236453,CRAS VARJ?O,13/07/2017,DEFERIDO,
188635,163184,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
226640,361983,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
354733,362132,CRAS PLANALTINA,13/07/2017,DEFERIDO,
313624,104873,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
309442,10584,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
360345,362178,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
402243,233232,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
43474,127018,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
19311,362116,CRAS BRAZL?NDIA,13/07/2017,DEFERIDO,
22369,157703,CRAS ITAPO?,13/07/2017,DEFERIDO,
104808,282644,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
178261,99951,CRAS CEILANDIA NORTE,13/07/2017,DEFERIDO,
157440,193403,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
157985,360202,CRAS ESTRUTURAL,13/07/2017,DEFERIDO,
160599,277569,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
140966,362157,CRAS RECANTO DAS EMAS,13/07/2017,DEFERIDO,
1038942,362320,CRAS RIACHO FUNDO I,14/07/2017,DEFERIDO,
1039022,362388,CRAS ITAPO?,14/07/2017,DEFERIDO,
1032160,357330,CRAS SOBRADINHO,14/07/2017,DEFERIDO,
1037257,361078,CRAS P SUL,14/07/2017,DEFERIDO,
801960,187171,CRAS FERCAL,14/07/2017,DEFERIDO,
167140,31955,CRAS SAMAMBAIA EXPANS?O,14/07/2017,DEFERIDO,
567167,20411,CRAS P SUL,14/07/2017,DEFERIDO,
474606,235918,CRAS ITAPO?,14/07/2017,DEFERIDO,
532483,81611,CRAS ITAPO?,14/07/2017,DEFERIDO,
276839,362171,CRAS RIACHO FUNDO II,14/07/2017,DEFERIDO,
828383,252633,CRAS ARAPOANGA,14/07/2017,DEFERIDO,
990364,329399,CRAS RIACHO FUNDO II,16/07/2017,DEFERIDO,
1027376,353810,CRAS P SUL,17/07/2017,DEFERIDO,
161108,224646,CRAS CEILANDIA SUL,17/07/2017,DEFERIDO,
1039242,362561,CRAS FERCAL,17/07/2017,DEFERIDO,
1039176,362500,CRAS CEILANDIA NORTE,17/07/2017,DEFERIDO,
1039333,362634,CRAS SAMAMBAIA SUL,17/07/2017,DEFERIDO,
1036923,360822,CRAS CEILANDIA SUL,17/07/2017,DEFERIDO,
1011359,342262,CRAS AREAL,17/07/2017,DEFERIDO,
1039369,362655,CRAS P SUL,17/07/2017,DEFERIDO,
1039302,362616,CRAS P SUL,17/07/2017,DEFERIDO,
994181,331332,CRAS SAMAMBAIA SUL,17/07/2017,DEFERIDO,
1011568,342419,CRAS AREAL,17/07/2017,DEFERIDO,
1017290,346562,CRAS ITAPO?,17/07/2017,DEFERIDO,
992598,330516,CRAS FERCAL,17/07/2017,DEFERIDO,
855443,264031,CRAS CEILANDIA SUL,17/07/2017,DEFERIDO,
818190,362638,CRAS ITAPO?,17/07/2017,DEFERIDO,
823728,362659,CRAS ITAPO?,17/07/2017,DEFERIDO,
881754,275422,CRAS SANTA MARIA,17/07/2017,DEFERIDO,
921433,293713,CRAS PLANALTINA,17/07/2017,DEFERIDO,
990327,329377,CRAS ARAPOANGA,17/07/2017,DEFERIDO,
740985,184511,CRAS SAMAMBAIA SUL,17/07/2017,DEFERIDO,
728956,121336,CRAS ITAPO?,17/07/2017,DEFERIDO,
769669,123068,CRAS PLANALTINA,17/07/2017,DEFERIDO,
770854,216768,CRAS CEILANDIA NORTE,17/07/2017,DEFERIDO,
594473,147123,CRAS CEILANDIA SUL,17/07/2017,DEFERIDO,
632652,180003,CRAS SAMAMBAIA SUL,17/07/2017,DEFERIDO,
434895,362618,CRAS CANDANGOLANDIA,17/07/2017,DEFERIDO,
464805,299574,CRAS ITAPO?,17/07/2017,DEFERIDO,
464805,299574,CRAS ITAPO?,17/07/2017,DEFERIDO,
211584,7157,CRAS GAMA,17/07/2017,DEFERIDO,
323281,73835,CRAS PARANO?,17/07/2017,DEFERIDO,
418509,77209,CRAS RECANTO DAS EMAS,17/07/2017,DEFERIDO,
179413,99999,CRAS BRAZL?NDIA,17/07/2017,DEFERIDO,
1039101,362448,CRAS AREAL,17/07/2017,DEFERIDO,
1037459,361256,CRAS SAMAMBAIA EXPANS?O,18/07/2017,DEFERIDO,
149748,36570,CRAS FERCAL,18/07/2017,DEFERIDO,
1028998,355027,CRAS P SUL,18/07/2017,DEFERIDO,
1039442,362718,CRAS BRAS?LIA,18/07/2017,DEFERIDO,
1039513,362770,CRAS CEILANDIA SUL,18/07/2017,DEFERIDO,
1019401,348191,CRAS CEILANDIA SUL,18/07/2017,DEFERIDO,
1011564,342417,CRAS SAMAMBAIA SUL,18/07/2017,DEFERIDO,
850910,261841,CRAS SANTA MARIA,18/07/2017,DEFERIDO,
881025,275108,CRAS TAGUATINGA NORTE,18/07/2017,DEFERIDO,
931548,298491,CRAS RIACHO FUNDO I,18/07/2017,DEFERIDO,
698776,120061,CRAS VARJ?O,18/07/2017,DEFERIDO,
707455,57602,CRAS RECANTO DAS EMAS,18/07/2017,DEFERIDO,
729002,215213,CRAS NUCLEO BANDEIRANTE,18/07/2017,DEFERIDO,
766205,28815,CRAS ITAPO?,18/07/2017,DEFERIDO,
776951,248506,CRAS TAGUATINGA NORTE,18/07/2017,DEFERIDO,
784066,155134,CRAS SOBRADINHO,18/07/2017,DEFERIDO,
787510,29735,CRAS ITAPO?,18/07/2017,DEFERIDO,
807032,61911,CRAS CEILANDIA SUL,18/07/2017,DEFERIDO,
621040,210848,CRAS SAMAMBAIA SUL,18/07/2017,DEFERIDO,
624957,116887,CRAS PLANALTINA,18/07/2017,DEFERIDO,
667814,212717,CRAS SAMAMBAIA SUL,18/07/2017,DEFERIDO,
676906,56329,CRAS ARAPOANGA,18/07/2017,DEFERIDO,
449635,362892,CRAS P SUL,18/07/2017,DEFERIDO,
526303,18761,CRAS SAMAMBAIA SUL,18/07/2017,DEFERIDO,
399530,13770,CRAS SAMAMBAIA SUL,18/07/2017,DEFERIDO,
