ID_USUARIO,ID_FAMILIA_USUARIO,UNIDADE,DATA_SOLICITACAO,STATUS DA SOLICITA??O,
863765,267574,CRAS GAMA,08/08/2017,DEFERIDO,
873598,271933,CRAS P SUL,08/08/2017,DEFERIDO,
850920,261847,CRAS PLANALTINA,08/08/2017,DEFERIDO,
881224,275183,CRAS TAGUATINGA NORTE,08/08/2017,DEFERIDO,
746929,247306,CRAS SANTA MARIA,08/08/2017,DEFERIDO,
740208,184481,CRAS SAMAMBAIA SUL,08/08/2017,DEFERIDO,
763793,185483,CRAS P SUL,08/08/2017,DEFERIDO,
791636,29941,CRAS PLANALTINA,08/08/2017,DEFERIDO,
671168,24852,CRAS RIACHO FUNDO I,08/08/2017,DEFERIDO,
659497,181119,CRAS ITAPO?,08/08/2017,DEFERIDO,
751310,90573,CRAS P SUL,08/08/2017,DEFERIDO,
555911,19979,CRAS SAMAMBAIA SUL,08/08/2017,DEFERIDO,
567717,146023,CRAS P SUL,08/08/2017,DEFERIDO,
654743,243401,CRAS P SUL,08/08/2017,DEFERIDO,
654743,243401,CRAS P SUL,08/08/2017,DEFERIDO,
418498,233799,CRAS PARANO?,08/08/2017,DEFERIDO,
376135,358141,CRAS CEILANDIA SUL,08/08/2017,DEFERIDO,
413898,139926,CRAS RIACHO FUNDO II,08/08/2017,DEFERIDO,
409013,366577,CRAS VARJ?O,08/08/2017,DEFERIDO,
462835,110282,CRAS P SUL,08/08/2017,DEFERIDO,
451881,172642,CRAS ARAPOANGA,08/08/2017,DEFERIDO,
461015,204324,CRAS PLANALTINA,08/08/2017,DEFERIDO,
476341,235978,CRAS SANTA MARIA,08/08/2017,DEFERIDO,
301313,104464,CRAS CEILANDIA SUL,08/08/2017,DEFERIDO,
297332,41811,CRAS SAMAMBAIA SUL,08/08/2017,DEFERIDO,
313198,157676,CRAS SAMAMBAIA SUL,08/08/2017,DEFERIDO,
72623,366567,CRAS CEILANDIA SUL,08/08/2017,DEFERIDO,
1044670,366400,CRAS SAO SEBASTI?O,08/08/2017,DEFERIDO,
1045250,366811,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
1045268,366825,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
1024707,351983,CRAS P SUL,09/08/2017,DEFERIDO,
1045285,366839,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
940654,303065,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
373001,232212,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
639314,117514,CRAS SAMAMBAIA SUL,09/08/2017,DEFERIDO,
395153,13606,CRAS SOBRADINHO II,09/08/2017,DEFERIDO,
462427,235421,CRAS SAO SEBASTI?O,09/08/2017,DEFERIDO,
474075,366696,CRAS AREAL,09/08/2017,DEFERIDO,
743366,184606,CRAS P SUL,09/08/2017,DEFERIDO,
952463,309065,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1045518,366993,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
130093,366923,CRAS PLANALTINA,10/08/2017,DEFERIDO,
1045657,367088,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
1045458,366959,CRAS ARAPOANGA,10/08/2017,DEFERIDO,
1045530,367004,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
1045387,366921,CRAS ITAPO?,10/08/2017,DEFERIDO,
1037726,361468,CRAS AREAL,10/08/2017,DEFERIDO,
1045724,367125,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
1045406,366932,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
1045747,367139,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
1043923,365812,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1045656,367087,CRAS CEILANDIA SUL,10/08/2017,DEFERIDO,
1045592,367045,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1045592,367045,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1045556,367019,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
1030676,356286,CRAS SAO SEBASTI?O,10/08/2017,DEFERIDO,
1032364,357484,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
1045388,366922,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
1045378,366914,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1005081,337608,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
1010526,341615,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
1045456,366957,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
1045734,367129,CRAS PLANALTINA,10/08/2017,DEFERIDO,
1045744,367135,CRAS PLANALTINA,10/08/2017,DEFERIDO,
915705,291022,CRAS PLANALTINA,10/08/2017,DEFERIDO,
963742,314972,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
831087,253734,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
803155,218399,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
880246,274764,CRAS ITAPO?,10/08/2017,DEFERIDO,
916745,291579,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
729628,152731,CRAS SANTA MARIA,10/08/2017,DEFERIDO,
735483,184275,CRAS CANDANGOLANDIA,10/08/2017,DEFERIDO,
726028,27070,CRAS SAMAMBAIA SUL,10/08/2017,DEFERIDO,
748735,153596,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
753917,262349,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
753937,216273,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
788883,29809,CRAS SAMAMBAIA EXPANS?O,10/08/2017,DEFERIDO,
642397,86071,CRAS ARAPOANGA,10/08/2017,DEFERIDO,
659762,181133,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
673237,56222,CRAS SAMAMBAIA EXPANS?O,10/08/2017,DEFERIDO,
678315,150598,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
655833,149650,CRAS PARANO?,10/08/2017,DEFERIDO,
688897,56844,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
513632,80873,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
580870,177885,CRAS AREAL,10/08/2017,DEFERIDO,
543877,82079,CRAS SOBRADINHO,10/08/2017,DEFERIDO,
592946,178391,CRAS SAMAMBAIA SUL,10/08/2017,DEFERIDO,
416871,367114,CRAS CEILANDIA NORTE,10/08/2017,DEFERIDO,
427440,322841,CRAS BRAS?LIA,10/08/2017,DEFERIDO,
455156,141429,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
241063,8206,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
209502,163946,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
213543,101256,CRAS BRAZL?NDIA,10/08/2017,DEFERIDO,
301732,167270,CRAS SAMAMBAIA SUL,10/08/2017,DEFERIDO,
362837,75222,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
21818,269635,CRAS RECANTO DAS EMAS,10/08/2017,DEFERIDO,
3281,336872,CRAS SOBRADINHO,10/08/2017,DEFERIDO,
48390,367119,CRAS CEILANDIA SUL,10/08/2017,DEFERIDO,
51035,375844,CRAS CANDANGOLANDIA,10/08/2017,DEFERIDO,
1045601,367051,CRAS ESTRUTURAL,10/08/2017,DEFERIDO,
1045606,367052,CRAS CEILANDIA NORTE,11/08/2017,DEFERIDO,
277272,9483,CRAS P SUL,11/08/2017,DEFERIDO,
1045878,367218,CRAS SOBRADINHO II,11/08/2017,DEFERIDO,
1045997,367307,CRAS SAMAMBAIA SUL,11/08/2017,DEFERIDO,
1045865,367216,CRAS CEILANDIA NORTE,11/08/2017,DEFERIDO,
1046002,367310,CRAS PARANO?,11/08/2017,DEFERIDO,
1045802,367176,CRAS SAMAMBAIA SUL,11/08/2017,DEFERIDO,
1045801,367175,CRAS SAO SEBASTI?O,11/08/2017,DEFERIDO,
1045952,171161,CRAS VARJ?O,11/08/2017,DEFERIDO,
1046037,367329,CRAS P SUL,11/08/2017,DEFERIDO,
1014956,344907,CRAS VARJ?O,11/08/2017,DEFERIDO,
1008178,318490,CRAS ARAPOANGA,11/08/2017,DEFERIDO,
799944,124374,CRAS VARJ?O,11/08/2017,DEFERIDO,
850687,261668,CRAS PLANALTINA,11/08/2017,DEFERIDO,
726790,58398,CRAS SAMAMBAIA SUL,11/08/2017,DEFERIDO,
814106,62232,CRAS AREAL,11/08/2017,DEFERIDO,
691658,151156,CRAS ITAPO?,11/08/2017,DEFERIDO,
697993,285825,CRAS P SUL,11/08/2017,DEFERIDO,
633909,85733,CRAS ITAPO?,11/08/2017,DEFERIDO,
633909,85733,CRAS ITAPO?,11/08/2017,DEFERIDO,
534685,144680,CRAS ARAPOANGA,11/08/2017,DEFERIDO,
207982,195242,CRAS ARAPOANGA,11/08/2017,DEFERIDO,
213285,337103,CRAS AREAL,11/08/2017,DEFERIDO,
298505,198539,CRAS ARAPOANGA,11/08/2017,DEFERIDO,
1046019,367315,CRAS SAMAMBAIA SUL,11/08/2017,DEFERIDO,
1046469,367712,CRAS P SUL,14/08/2017,DEFERIDO,
111148,367630,CRAS PLANALTINA,14/08/2017,DEFERIDO,
1044710,366433,CRAS RIACHO FUNDO I,14/08/2017,DEFERIDO,
1046186,367448,CRAS PLANALTINA,14/08/2017,DEFERIDO,
1046189,355444,CRAS AREAL,14/08/2017,DEFERIDO,
1046486,367721,CRAS GAMA,14/08/2017,DEFERIDO,
1043238,365357,CRAS SOBRADINHO,14/08/2017,DEFERIDO,
1046190,367453,CRAS ITAPO?,14/08/2017,DEFERIDO,
1021562,349800,CRAS PLANALTINA,14/08/2017,DEFERIDO,
994572,331585,CRAS GUARA,14/08/2017,DEFERIDO,
1046363,367634,CRAS VARJ?O,14/08/2017,DEFERIDO,
1046425,367680,CRAS PARANO?,14/08/2017,DEFERIDO,
1046160,367428,CRAS SAO SEBASTI?O,14/08/2017,DEFERIDO,
880648,274941,CRAS SAMAMBAIA SUL,14/08/2017,DEFERIDO,
903950,258426,CRAS SOBRADINHO,14/08/2017,DEFERIDO,
1017759,346910,CRAS GAMA,14/08/2017,DEFERIDO,
836524,255864,CENTRO POP BRAS?LIA,14/08/2017,DEFERIDO,
813785,31032,CRAS SANTA MARIA,14/08/2017,DEFERIDO,
903880,285578,CRAS CEILANDIA SUL,14/08/2017,DEFERIDO,
918936,292615,CRAS RIACHO FUNDO I,14/08/2017,DEFERIDO,
929325,297401,CRAS SOBRADINHO II,14/08/2017,DEFERIDO,
771144,185803,CREAS GAMA,14/08/2017,DEFERIDO,
680348,150706,CRAS TAGUATINGA NORTE,14/08/2017,DEFERIDO,
676944,119074,CRAS TAGUATINGA NORTE,14/08/2017,DEFERIDO,
672763,150351,CRAS SAMAMBAIA SUL,14/08/2017,DEFERIDO,
678977,56435,CRAS ARAPOANGA,14/08/2017,DEFERIDO,
699323,120077,CRAS SANTA MARIA,14/08/2017,DEFERIDO,
704278,151657,CRAS SAMAMBAIA SUL,14/08/2017,DEFERIDO,
529101,144463,CRAS GAMA,14/08/2017,DEFERIDO,
632062,54565,CRAS P SUL,14/08/2017,DEFERIDO,
252066,367509,CRAS ITAPO?,14/08/2017,DEFERIDO,
299205,198561,CRAS PLANALTINA,14/08/2017,DEFERIDO,
381926,367668,CRAS CEILANDIA NORTE,14/08/2017,DEFERIDO,
151601,36636,CRAS SANTA MARIA,14/08/2017,DEFERIDO,
1046480,355223,CRAS PARANO?,14/08/2017,DEFERIDO,
1046797,367949,CRAS SAMAMBAIA SUL,15/08/2017,DEFERIDO,
123712,367905,CRAS SAMAMBAIA SUL,15/08/2017,DEFERIDO,
1046764,367921,CRAS RIACHO FUNDO II,15/08/2017,DEFERIDO,
1046680,367861,CRAS CEILANDIA NORTE,15/08/2017,DEFERIDO,
1045651,367081,CRAS ARAPOANGA,15/08/2017,DEFERIDO,
1008103,339666,CRAS PARANO?,15/08/2017,DEFERIDO,
853202,367782,CRAS PLANALTINA,15/08/2017,DEFERIDO,
909428,287978,CRAS PLANALTINA,15/08/2017,DEFERIDO,
725880,183850,CRAS TAGUATINGA NORTE,15/08/2017,DEFERIDO,
764910,154341,CRAS SAO SEBASTI?O,15/08/2017,DEFERIDO,
781514,367849,CRAS CEILANDIA NORTE,15/08/2017,DEFERIDO,
784297,123688,CRAS SANTA MARIA,15/08/2017,DEFERIDO,
835880,255635,CRAS ITAPO?,15/08/2017,DEFERIDO,
803011,155994,CRAS SOBRADINHO,15/08/2017,DEFERIDO,
649732,243195,CRAS CEILANDIA SUL,15/08/2017,DEFERIDO,
649732,243195,CRAS CEILANDIA SUL,15/08/2017,DEFERIDO,
691459,25708,CRAS P SUL,15/08/2017,DEFERIDO,
720047,214824,CRAS SAMAMBAIA SUL,15/08/2017,DEFERIDO,
711086,26510,CRAS CEILANDIA NORTE,15/08/2017,DEFERIDO,
558772,176917,CRAS SAMAMBAIA SUL,15/08/2017,DEFERIDO,
584676,146689,CRAS NUCLEO BANDEIRANTE,15/08/2017,DEFERIDO,
584866,367961,CRAS SOBRADINHO II,15/08/2017,DEFERIDO,
612725,147873,CRAS SAMAMBAIA EXPANS?O,15/08/2017,DEFERIDO,
393683,232939,CRAS SANTA MARIA,15/08/2017,DEFERIDO,
444560,15500,CRAS GAMA,15/08/2017,DEFERIDO,
426259,367894,CRAS PLANALTINA,15/08/2017,DEFERIDO,
192762,367791,CRAS SAMAMBAIA EXPANS?O,15/08/2017,DEFERIDO,
806998,187406,CRAS CEILANDIA SUL,15/08/2017,DEFERIDO,
821373,250470,CREAS ESTRUTURAL,15/08/2017,DEFERIDO,
6881,367832,CRAS SAO SEBASTI?O,15/08/2017,DEFERIDO,
47642,95550,CRAS PLANALTINA,15/08/2017,DEFERIDO,
1046623,367820,CRAS CEILANDIA NORTE,15/08/2017,DEFERIDO,
1047038,368137,CRAS GAMA,16/08/2017,DEFERIDO,
180233,68816,CRAS CEILANDIA NORTE,16/08/2017,DEFERIDO,
1046930,368056,CRAS GAMA,16/08/2017,DEFERIDO,
1047117,368210,CRAS PLANALTINA,16/08/2017,DEFERIDO,
1047106,368196,CRAS SAMAMBAIA SUL,16/08/2017,DEFERIDO,
1042184,364621,CRAS PLANALTINA,16/08/2017,DEFERIDO,
1001945,335770,CRAS RIACHO FUNDO I,16/08/2017,DEFERIDO,
1008799,340218,CRAS PLANALTINA,16/08/2017,DEFERIDO,
715285,183433,CRAS PARANO?,16/08/2017,DEFERIDO,
558708,114074,CRAS ARAPOANGA,16/08/2017,DEFERIDO,
557196,239291,CRAS ITAPO?,16/08/2017,DEFERIDO,
621545,241975,CRAS SANTA MARIA,16/08/2017,DEFERIDO,
363800,12473,CRAS GAMA,16/08/2017,DEFERIDO,
202525,226178,CRAS CEILANDIA NORTE,16/08/2017,DEFERIDO,
185546,194480,CRAS ITAPO?,16/08/2017,DEFERIDO,
254617,368144,CRAS CEILANDIA NORTE,16/08/2017,DEFERIDO,
297085,198469,CRAS CEILANDIA NORTE,16/08/2017,DEFERIDO,
336772,368188,CRAS PLANALTINA,16/08/2017,DEFERIDO,
147219,368273,CRAS GAMA,16/08/2017,DEFERIDO,
1047043,368143,CRAS P SUL,16/08/2017,DEFERIDO,
1043754,365706,CRAS CEILANDIA SUL,17/08/2017,DEFERIDO,
163367,224739,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
1047533,368496,CRAS VARJ?O,17/08/2017,DEFERIDO,
1047260,368321,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
1047342,368372,CRAS ITAPO?,17/08/2017,DEFERIDO,
1047226,368304,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
1040281,363303,CRAS P SUL,17/08/2017,DEFERIDO,
1047287,368347,CRAS ITAPO?,17/08/2017,DEFERIDO,
1047306,368359,CRAS ARAPOANGA,17/08/2017,DEFERIDO,
1047459,368447,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
1047459,368447,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
1047282,368341,CRAS BRAZL?NDIA,17/08/2017,DEFERIDO,
1037654,361399,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
1026846,353448,CRAS RIACHO FUNDO I,17/08/2017,DEFERIDO,
1020835,349253,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
1012062,342764,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
1011905,342647,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
1047499,368478,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
980323,324064,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
1009813,341016,CRAS BRAZL?NDIA,17/08/2017,DEFERIDO,
841476,257911,CRAS BRAZL?NDIA,17/08/2017,DEFERIDO,
809615,93193,CRAS BRAZL?NDIA,17/08/2017,DEFERIDO,
863565,267496,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
859635,265856,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
898033,282784,CRAS GUARA,17/08/2017,DEFERIDO,
766285,122910,CRAS P SUL,17/08/2017,DEFERIDO,
769371,185726,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
680328,284473,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
694880,182599,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
733888,246730,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
552126,298165,CRAS SOBRADINHO,17/08/2017,DEFERIDO,
523086,112665,CRAS TAGUATINGA NORTE,17/08/2017,DEFERIDO,
581034,115027,CRAS ARAPOANGA,17/08/2017,DEFERIDO,
602392,241183,CRAS SOBRADINHO,17/08/2017,DEFERIDO,
604837,84511,CRAS PLANALTINA,17/08/2017,DEFERIDO,
435039,368306,CRAS SAO SEBASTI?O,17/08/2017,DEFERIDO,
463820,173091,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
513511,143811,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
284317,368460,CRAS AREAL,17/08/2017,DEFERIDO,
284086,368379,CRAS RIACHO FUNDO I,17/08/2017,DEFERIDO,
247647,165336,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
297313,368393,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
290897,166876,CRAS PLANALTINA,17/08/2017,DEFERIDO,
333151,136977,CRAS SOBRADINHO II,17/08/2017,DEFERIDO,
321543,105121,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
379667,13012,CRAS ESTRUTURAL,17/08/2017,DEFERIDO,
828445,252652,CRAS GAMA,17/08/2017,DEFERIDO,
62969,314529,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
49769,64389,CRAS RECANTO DAS EMAS,17/08/2017,DEFERIDO,
79422,34256,CRAS CEILANDIA NORTE,17/08/2017,DEFERIDO,
156995,315384,CREAS BRAZL?NDIA,17/08/2017,DEFERIDO,
125477,192378,CRAS BRAZL?NDIA,17/08/2017,DEFERIDO,
1047436,368435,CRAS P SUL,17/08/2017,DEFERIDO,
1064310,380521,CRAS ITAPO?,20/08/2017,DEFERIDO,
826546,251396,CRAS TAGUATINGA NORTE,21/08/2017,DEFERIDO,
1064722,380786,CRAS ARAPOANGA,21/08/2017,DEFERIDO,
573557,239979,CRAS SANTA MARIA,22/08/2017,DEFERIDO,
1053999,373141,CRAS P SUL,22/08/2017,DEFERIDO,
1047869,136682,CRAS SANTA MARIA,22/08/2017,DEFERIDO,
1047835,368729,CRAS CEILANDIA NORTE,22/08/2017,DEFERIDO,
1047815,368719,CRAS P SUL,22/08/2017,DEFERIDO,
914073,290247,CRAS SANTA MARIA,22/08/2017,DEFERIDO,
994833,331741,CRAS GUARA,22/08/2017,DEFERIDO,
722269,121024,CRAS TAGUATINGA NORTE,22/08/2017,DEFERIDO,
807668,61935,CRAS SOBRADINHO II,22/08/2017,DEFERIDO,
704468,245512,CREAS ESTRUTURAL,22/08/2017,DEFERIDO,
583963,52604,CRAS SOBRADINHO,22/08/2017,DEFERIDO,
406651,45603,CRAS FERCAL,22/08/2017,DEFERIDO,
294540,229478,CRAS GAMA,22/08/2017,DEFERIDO,
346067,137442,CRAS FERCAL,22/08/2017,DEFERIDO,
122243,160838,CRAS SOBRADINHO II,22/08/2017,DEFERIDO,
1032028,357242,CRAS RIACHO FUNDO II,23/08/2017,DEFERIDO,
175813,162685,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
1027766,354055,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
1048171,368980,CRAS SOBRADINHO,23/08/2017,DEFERIDO,
1047984,368844,CRAS SAMAMBAIA SUL,23/08/2017,DEFERIDO,
1044984,366613,CRAS NUCLEO BANDEIRANTE,23/08/2017,DEFERIDO,
1048003,368853,CRAS P SUL,23/08/2017,DEFERIDO,
1048359,369119,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
1031762,357068,CRAS GAMA,23/08/2017,DEFERIDO,
1036316,360359,CRAS P SUL,23/08/2017,DEFERIDO,
1048289,369068,CRAS SOBRADINHO II,23/08/2017,DEFERIDO,
908161,287380,CRAS P SUL,23/08/2017,DEFERIDO,
921661,293829,CRAS SAMAMBAIA SUL,23/08/2017,DEFERIDO,
978178,322855,CRAS SANTA MARIA,23/08/2017,DEFERIDO,
1009854,341055,CRAS SAO SEBASTI?O,23/08/2017,DEFERIDO,
817574,31205,CRAS PARANO?,23/08/2017,DEFERIDO,
846295,259876,CRAS SAMAMBAIA SUL,23/08/2017,DEFERIDO,
860144,266041,CRAS PARANO?,23/08/2017,DEFERIDO,
858886,265590,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
901032,284225,CRAS ESTRUTURAL,23/08/2017,DEFERIDO,
742208,184562,CRAS ESTRUTURAL,23/08/2017,DEFERIDO,
757729,368858,CRAS PLANALTINA,23/08/2017,DEFERIDO,
747720,247342,CRAS SAMAMBAIA SUL,23/08/2017,DEFERIDO,
769211,216908,CRAS PLANALTINA,23/08/2017,DEFERIDO,
791615,155466,CRAS ESTRUTURAL,23/08/2017,DEFERIDO,
670282,150257,CRAS CEILANDIA SUL,23/08/2017,DEFERIDO,
716441,26706,CRAS GAMA,23/08/2017,DEFERIDO,
691049,56938,CRAS SAMAMBAIA SUL,23/08/2017,DEFERIDO,
730738,58571,CRAS PLANALTINA,23/08/2017,DEFERIDO,
630740,117128,CRAS ESTRUTURAL,23/08/2017,DEFERIDO,
406981,139706,CRAS SANTA MARIA,23/08/2017,DEFERIDO,
226673,368972,CRAS GAMA,23/08/2017,DEFERIDO,
212441,369060,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
218012,368866,CRAS ITAPO?,23/08/2017,DEFERIDO,
243266,196564,CRAS CEILANDIA NORTE,23/08/2017,DEFERIDO,
364601,169463,CRAS TAGUATINGA NORTE,23/08/2017,DEFERIDO,
829032,252898,CRAS GAMA,23/08/2017,DEFERIDO,
74079,2504,CRAS ITAPO?,23/08/2017,DEFERIDO,
48410,189767,CRAS SANTA MARIA,23/08/2017,DEFERIDO,
31531,258114,CRAS ARAPOANGA,23/08/2017,DEFERIDO,
1047956,368829,CRAS SANTA MARIA,23/08/2017,DEFERIDO,
1048495,369216,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
163952,336030,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
1048697,369336,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
1048602,369281,CRAS P SUL,24/08/2017,DEFERIDO,
1041749,364336,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
1048624,369295,CRAS VARJ?O,24/08/2017,DEFERIDO,
1048720,369356,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
1048669,369321,CRAS SAO SEBASTI?O,24/08/2017,DEFERIDO,
1048748,369370,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
1048748,369370,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
1046998,368101,CRAS CEILANDIA NORTE,24/08/2017,DEFERIDO,
1046998,368101,CRAS CEILANDIA NORTE,24/08/2017,DEFERIDO,
1048613,369286,CRAS ITAPO?,24/08/2017,DEFERIDO,
1048592,369278,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
1040587,363524,CRAS PARANO?,24/08/2017,DEFERIDO,
1026280,353060,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
1048659,369313,CRAS PLANALTINA,24/08/2017,DEFERIDO,
1028307,354505,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
1048441,369185,CRAS PLANALTINA,24/08/2017,DEFERIDO,
1014438,369211,CREAS SAMAMBAIA,24/08/2017,DEFERIDO,
1048675,369325,CRAS TAGUATINGA NORTE,24/08/2017,DEFERIDO,
1025289,352371,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
1048573,369264,CRAS P SUL,24/08/2017,DEFERIDO,
921912,293934,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
979721,323708,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
939721,302623,CRAS FERCAL,24/08/2017,DEFERIDO,
996689,332960,CRAS AREAL,24/08/2017,DEFERIDO,
1020382,348905,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
1008516,339986,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
800182,266874,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
856406,264473,CRAS SAMAMBAIA EXPANS?O,24/08/2017,DEFERIDO,
729675,89662,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
767557,28868,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
799225,369208,CRAS CEILANDIA NORTE,24/08/2017,DEFERIDO,
705959,369214,CRAS CEILANDIA NORTE,24/08/2017,DEFERIDO,
683917,119390,CRAS SANTA MARIA,24/08/2017,DEFERIDO,
710303,26471,CRAS RIACHO FUNDO II,24/08/2017,DEFERIDO,
743153,247134,CRAS P SUL,24/08/2017,DEFERIDO,
535645,157493,CRAS RIACHO FUNDO I,24/08/2017,DEFERIDO,
535556,369186,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
570283,146131,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
615979,147994,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
635404,242596,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
643683,211735,CRAS SAO SEBASTI?O,24/08/2017,DEFERIDO,
409732,108279,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
447108,172452,CRAS GAMA,24/08/2017,DEFERIDO,
440218,368760,CRAS PARANO?,24/08/2017,DEFERIDO,
438928,369248,CRAS SANTA MARIA,24/08/2017,DEFERIDO,
485762,17157,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
201486,369347,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
188837,369353,CRAS CEILANDIA SUL,24/08/2017,DEFERIDO,
287500,369227,CRAS BRAZL?NDIA,24/08/2017,DEFERIDO,
12973,157404,CRAS RIACHO FUNDO II,24/08/2017,DEFERIDO,
29881,369174,CRAS SANTA MARIA,24/08/2017,DEFERIDO,
127447,324355,CRAS RECANTO DAS EMAS,24/08/2017,DEFERIDO,
179450,68778,CRAS CEILANDIA NORTE,24/08/2017,DEFERIDO,
1048701,369339,CRAS SAMAMBAIA SUL,24/08/2017,DEFERIDO,
1049104,369616,CRAS SAMAMBAIA SUL,25/08/2017,DEFERIDO,
173249,369601,CRAS SAMAMBAIA SUL,25/08/2017,DEFERIDO,
1049041,369576,CRAS SAMAMBAIA SUL,25/08/2017,DEFERIDO,
